ccn,date,incident_date,incident_month,incident_day_of_week,incident_time,incident_hour,incident_ampm,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative,blurred_address,lat,long
210000230,"01/24/2021, 5:30:00 am",1/24/2021,January,Sunday,5:30:00 AM,5:00 AM,am,"01/26/2021, 5:24:30 am",PALO ALTO,CA,94306,400 Block CALIFORNIA AV,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>INACTIVE<br /><b>Report Date: </b>2021-01-24 08:40:00,450 CALIFORNIA AV,37.425823,-122.14525
210000314,"01/31/2021, 4:00:00 pm",1/31/2021,January,Sunday,4:00:00 PM,4:00 PM,pm,"02/27/2021, 4:36:01 am",PALO ALTO,CA,94306,2200 Block EL CAMINO REAL,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b> ARREST/CITE-ADULT-FSD<br /><b>Report Date: </b>2021-01-31 09:00:00,2250 EL CAMINO REAL,37.42584,-122.14718
210000231,"01/24/2021, 6:15:00 pm",1/24/2021,January,Sunday,6:15:00 PM,6:00 PM,pm,"01/26/2021, 5:24:31 am",PALO ALTO,CA,94306,2200 Block EL CAMINO REAL,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>INACTIVE<br /><b>Report Date: </b>2021-01-24 11:15:00,2250 EL CAMINO REAL,37.42584,-122.14718
218000172,"03/09/2021, 7:00:00 am",3/9/2021,March,Tuesday,7:00:00 AM,7:00 AM,am,"03/12/2021, 1:24:43 am",PALO ALTO,CA,94306,300 Block GRANT AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-09 00:16:00,350 GRANT AV,37.425953,-122.14239
218000028,"01/09/2021, 3:50:00 am",1/9/2021,January,Saturday,3:50:00 AM,3:00 AM,am,"01/15/2021, 5:50:22 am",PALO ALTO,CA,94306,300 Block GRANT AV,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-09 16:07:00,350 GRANT AV,37.425953,-122.14239
210000856,"03/25/2021, 4:30:00 am",3/25/2021,March,Thursday,4:30:00 AM,4:00 AM,am,"03/27/2021, 1:11:32 am",PALO ALTO,CA,94306,2100 Block STAUNTON CT,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-25 07:00:00,2150 STAUNTON CT,37.426052,-122.14843
210000408,"01/28/2021, 9:40:00 pm",1/28/2021,January,Thursday,9:40:00 PM,9:00 PM,pm,"02/17/2021, 4:35:09 am",PALO ALTO,CA,94306,3200 Block COWPER ST,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 09:15:00,3250 COWPER ST,37.4262,-122.124054
210000786,"03/19/2021, 8:00:00 am",3/19/2021,March,Friday,8:00:00 AM,8:00 AM,am,"03/23/2021, 1:27:25 am",PALO ALTO,CA,94306,2400 Block ASH ST,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-19 03:44:00,2450 ASH ST,37.42625,-122.1441
210000173,"01/18/2021, 9:30:00 am",1/18/2021,January,Monday,9:30:00 AM,9:00 AM,am,"01/21/2021, 5:16:14 am",PALO ALTO,CA,94306,2400 Block ASH ST,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 03:02:00,2450 ASH ST,37.42625,-122.1441
210000719,"03/06/2021, 9:00:00 am",3/6/2021,March,Saturday,9:00:00 AM,9:00 AM,am,"03/16/2021, 1:16:42 am",PALO ALTO,CA,94306,200 Block SHERIDAN AV,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-13 12:07:00,250 SHERIDAN AV,37.42638,-122.14061
210000659,"03/06/2021, 2:00:00 am",3/6/2021,March,Saturday,2:00:00 AM,2:00 AM,am,"03/10/2021, 1:20:18 am",PALO ALTO,CA,94306,200 Block SHERIDAN AV,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-06 15:15:00,250 SHERIDAN AV,37.42638,-122.14061
218000055,"01/18/2021, 7:00:00 pm",1/18/2021,January,Monday,7:00:00 PM,7:00 PM,pm,"01/22/2021, 5:03:10 am",PALO ALTO,CA,94306,200 Block SHERIDAN AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-19 12:04:00,250 SHERIDAN AV,37.42638,-122.14061
210000024,"01/03/2021, 8:00:00 pm",1/3/2021,January,Sunday,8:00:00 PM,8:00 PM,pm,"01/12/2021, 5:21:02 am",PALO ALTO,CA,94301,2500 Block ALMA ST,RMS: PENAL CODE/TRESPASS,Property Crime,PENAL CODE/TRESPASS</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-03 13:00:00,2550 ALMA ST,37.426697,-122.1374
218000029,"01/09/2021, 4:25:00 pm",1/9/2021,January,Saturday,4:25:00 PM,4:00 PM,pm,"01/16/2021, 5:45:10 am",PALO ALTO,CA,94306,500 Block STANFORD AV,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-09 14:45:00,550 STANFORD AV,37.426765,-122.150024
210000029,"01/03/2021, 10:00:00 pm",1/3/2021,January,Sunday,10:00:00 PM,1:00 PM,pm,"01/06/2021, 5:47:03 am",PALO ALTO,CA,94303,DRIFTWOOD DR & ARBUTUS AV,RMS: SEX CRIME/INDECENT EXPOSURE,Sexual Offense,SEX CRIME/INDECENT EXPOSURE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-03 16:35:00,DRIFTWOOD DR & ARBUTUS AV,37.42681,-122.11109
210000212,"01/23/2021, 2:55:00 am",1/23/2021,January,Saturday,2:55:00 AM,2:00 AM,am,"01/29/2021, 3:06:37 am",PALO ALTO,CA,94306,300 Block CALIFORNIA AV,RMS: ASSAULT WITH DEADLY WEAPON,Assault,ASSAULT WITH DEADLY WEAPON</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-22 19:55:00,350 CALIFORNIA AV,37.42696,-122.14431
210000683,"03/09/2021, 7:45:00 pm",3/9/2021,March,Tuesday,7:45:00 PM,7:00 PM,pm,"03/12/2021, 1:24:29 am",PALO ALTO,CA,94306,2400 Block BIRCH ST,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-09 12:45:00,2450 BIRCH ST,37.427067,-122.14339
210000151,"01/15/2021, 7:07:00 pm",1/15/2021,January,Friday,7:07:00 PM,7:00 PM,pm,"02/19/2021, 4:25:49 am",PALO ALTO,CA,94306,2800 Block BRYANT ST,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-15 12:07:00,2850 BRYANT ST,37.42712,-122.13238
210000326,"02/01/2021, 4:16:00 am",2/1/2021,February,Monday,4:16:00 AM,4:00 AM,am,"02/02/2021, 3:40:47 am",PALO ALTO,CA,94306,2000 Block EL CAMINO REAL,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-31 21:16:00,2050 EL CAMINO REAL,37.427204,-122.14871
218000042,"01/14/2021, 6:00:00 am",1/14/2021,January,Thursday,6:00:00 AM,6:00 AM,am,"01/22/2021, 5:03:05 am",PALO ALTO,CA,94303,ORTEGA CT & E MEADOW DR,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-15 15:03:00,ORTEGA CT & E MEADOW DR,37.4273,-122.1088
210000227,"01/24/2021, 12:45:00 am",1/24/2021,January,Sunday,12:45:00 AM,1:00 AM,am,"01/27/2021, 4:11:28 am",PALO ALTO,CA,94306,2500 Block PARK BLVD,RMS: SEX CRIME/MISC,Sexual Offense,SEX CRIME/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-23 18:15:00,2550 PARK BLVD,37.427605,-122.14163
210000166,"01/13/2021, 7:00:00 am",1/13/2021,January,Wednesday,7:00:00 AM,7:00 AM,am,"01/21/2021, 5:16:12 am",PALO ALTO,CA,94306,2500 Block PARK BLVD,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 11:00:00,2550 PARK BLVD,37.427605,-122.14163
210000370,"02/05/2021, 8:03:00 pm",2/5/2021,February,Friday,8:03:00 PM,8:00 PM,pm,"02/09/2021, 4:07:46 am",PALO ALTO,CA,94306,500 Block LOMA VERDE AV,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-05 13:03:00,550 LOMA VERDE AV,37.427685,-122.12482
210000696,"03/11/2021, 2:00:00 pm",3/11/2021,March,Thursday,2:00:00 PM,2:00 PM,pm,"03/16/2021, 1:17:22 am",PALO ALTO,CA,94306,200 Block CALIFORNIA AV,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-11 07:00:00,250 CALIFORNIA AV,37.427845,-122.143585
210000345,"02/02/2021, 9:30:00 pm",2/2/2021,February,Tuesday,9:30:00 PM,9:00 PM,pm,"02/06/2021, 4:00:52 am",PALO ALTO,CA,94306,200 Block CALIFORNIA AV,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-02 14:30:00,250 CALIFORNIA AV,37.427845,-122.143585
210000556,"01/14/2021, 3:00:00 pm",1/14/2021,January,Thursday,3:00:00 PM,3:00 PM,pm,"02/26/2021, 3:34:54 am",PALO ALTO,CA,94306,2700 Block BRYANT ST,RMS: IDENTITY THEFT/MISC.,Proactive Policing,IDENTITY THEFT/MISC.</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-24 10:52:00,2750 BRYANT ST,37.427967,-122.13375
210000888,"03/28/2021, 4:45:00 am",3/28/2021,March,Sunday,4:45:00 AM,4:00 AM,am,"03/30/2021, 1:06:16 am",PALO ALTO,CA,94303,3800 Block FABIAN WAY,RMS: MISSING ADULT/MISC,Other,MISSING ADULT/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-28 11:10:00,3850 FABIAN WAY,37.427967,-122.10422
210000845,"03/24/2021, 6:00:00 am",3/24/2021,March,Wednesday,6:00:00 AM,6:00 AM,am,"03/25/2021, 1:14:40 am",PALO ALTO,CA,94301,2500 Block EMERSON ST,RMS: SICK & CARED FOR/MISC,Emergency,SICK & CARED FOR/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-23 23:15:00,2550 EMERSON ST,37.42797,-122.13739
218000173,"03/09/2021, 9:41:00 pm",3/9/2021,March,Tuesday,9:41:00 PM,9:00 PM,pm,"03/18/2021, 12:06:49 am",PALO ALTO,CA,94303,900 Block E MEADOW DR,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-09 19:08:00,950 E MEADOW DR,37.428,-122.1078
210000262,"01/27/2021, 6:00:00 pm",1/27/2021,January,Wednesday,6:00:00 PM,6:00 PM,pm,"01/29/2021, 3:07:04 am",PALO ALTO,CA,94306,3100 Block AVALON CT,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-27 11:00:00,3150 AVALON CT,37.428062,-122.12459
210000562,"02/24/2021, 12:00:00 am",2/24/2021,February,Wednesday,12:00:00 AM,1:00 AM,am,"02/26/2021, 3:34:56 am",PALO ALTO,CA,94306,2400 Block PARK BLVD,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-24 16:01:00,2450 PARK BLVD,37.428097,-122.14256
210000605,"03/01/2021, 8:20:00 pm",3/1/2021,March,Monday,8:20:00 PM,8:00 PM,pm,"03/04/2021, 3:49:37 am",PALO ALTO,CA,94306,300 Block COLLEGE AV,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-01 13:20:00,350 COLLEGE AV,37.42829,-122.145775
218000158,"03/02/2021, 6:45:00 am",3/2/2021,March,Tuesday,6:45:00 AM,6:00 AM,am,"03/04/2021, 3:49:48 am",PALO ALTO,CA,94306,300 Block COLLEGE AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>INACTIVEReport Date: 2021-03-02 04:24:00,350 COLLEGE AV,37.42829,-122.145775
218000047,"01/17/2021, 7:00:00 am",1/17/2021,January,Sunday,7:00:00 AM,7:00 AM,am,"01/22/2021, 5:03:07 am",PALO ALTO,CA,94306,300 Block COLLEGE AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 13:15:00,350 COLLEGE AV,37.42829,-122.145775
210000089,"01/08/2021, 9:50:00 pm",1/8/2021,January,Friday,9:50:00 PM,9:00 PM,pm,"01/12/2021, 5:20:01 am",PALO ALTO,CA,94306,300 Block COLLEGE AV,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-08 14:50:00,350 COLLEGE AV,37.42829,-122.145775
210000469,"02/12/2021, 1:00:00 am",2/12/2021,February,Friday,1:00:00 AM,1:00 AM,am,"02/24/2021, 3:40:35 am",PALO ALTO,CA,94306,100 Block CALIFORNIA AV,RMS: VEHICLE/STOLEN,Theft of Vehicle,VEHICLE/STOLEN</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-16 12:00:00,150 CALIFORNIA AV,37.428528,-122.14303
210000446,"02/11/2021, 7:01:00 am",2/11/2021,February,Thursday,7:01:00 AM,7:00 AM,am,"02/17/2021, 4:35:15 am",PALO ALTO,CA,94306,100 Block CALIFORNIA AV,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-12 11:30:00,150 CALIFORNIA AV,37.428528,-122.14303
210000307,"01/30/2021, 8:41:00 pm",1/30/2021,January,Saturday,8:41:00 PM,8:00 PM,pm,"02/02/2021, 3:40:45 am",PALO ALTO,CA,94306,2600 Block BRYANT ST,RMS: IDENTITY THEFT/MISC.,Proactive Policing,IDENTITY THEFT/MISC.</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-30 13:41:00,2650 BRYANT ST,37.428547,-122.13464
210000119,"01/11/2021, 10:58:00 pm",1/11/2021,January,Monday,10:58:00 PM,1:00 PM,pm,"01/13/2021, 5:15:06 am",PALO ALTO,CA,94303,3600 Block LOUIS RD,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-11 15:58:00,3650 LOUIS RD,37.428608,-122.10928
210000668,"03/06/2021, 3:15:00 am",3/6/2021,March,Saturday,3:15:00 AM,3:00 AM,am,"03/10/2021, 1:20:19 am",PALO ALTO,CA,94306,2900 Block COWPER ST,RMS: SUSPICIOUS CIRCUMSTANCE/MISC,Proactive Policing,SUSPICIOUS CIRCUMSTANCE/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-05 21:00:00,2950 COWPER ST,37.42907,-122.12861
210000847,"03/24/2021, 4:00:00 pm",3/24/2021,March,Wednesday,4:00:00 PM,4:00 PM,pm,"03/26/2021, 1:36:21 am",PALO ALTO,CA,94306,2300 Block PARK BLVD,RMS: VEHICLE/RECOVERED,Vehicle Recovery,VEHICLE/RECOVERED</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-24 09:00:00,2350 PARK BLVD,37.429188,-122.14312
218000049,"01/17/2021, 11:10:00 pm",1/17/2021,January,Sunday,11:10:00 PM,1:00 PM,pm,"01/22/2021, 5:03:07 am",PALO ALTO,CA,94306,2300 Block PARK BLVD,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 17:59:00,2350 PARK BLVD,37.429188,-122.14312
210000015,"01/02/2021, 5:15:00 pm",1/2/2021,January,Saturday,5:15:00 PM,5:00 PM,pm,"01/06/2021, 5:46:58 am",PALO ALTO,CA,94306,2300 Block PARK BLVD,RMS: BATTERY/SIMPLE,Assault,BATTERY/SIMPLE</br><b>Disposition: </b> ARREST/CITE-ADULT-FSD<br /><b>Report Date: </b>2021-01-02 10:15:00,2350 PARK BLVD,37.429188,-122.14312
210000737,"03/14/2021, 11:46:00 pm",3/14/2021,March,Sunday,11:46:00 PM,1:00 PM,pm,"03/17/2021, 1:38:20 am",PALO ALTO,CA,94301,2400 Block BLOCK ALMA ST,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-14 16:46:00,2450 BLOCK ALMA ST,37.429375,-122.14161
210000386,"02/07/2021, 5:17:00 pm",2/7/2021,February,Sunday,5:17:00 PM,5:00 PM,pm,"02/10/2021, 4:12:09 am",PALO ALTO,CA,94304,1800 Block SAND HILL RD,RMS: SICK & CARED FOR/MISC,Emergency,SICK & CARED FOR/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-07 10:17:00,1850 SAND HILL RD,37.429398,-122.18923
210000303,"01/28/2021, 5:28:00 pm",1/28/2021,January,Thursday,5:28:00 PM,5:00 PM,pm,"02/02/2021, 3:40:45 am",PALO ALTO,CA,94303,800 Block RORKE WAY,RMS: CRIMINAL THREAT/ELECTRONIC DEV,Other,CRIMINAL THREAT/ELECTRONIC DEV</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-30 10:19:00,850 RORKE WAY,37.42941,-122.11432
218000206,"03/23/2021, 4:20:00 am",3/23/2021,March,Tuesday,4:20:00 AM,4:00 AM,am,"03/25/2021, 10:00:37 am",PALO ALTO,CA,94306,200 Block COLLEGE AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-23 11:30:00,250 COLLEGE AV,37.42947,-122.14478
210000444,"02/12/2021, 12:57:00 pm",2/12/2021,February,Friday,12:57:00 PM,1:00 PM,pm,"02/19/2021, 4:26:03 am",PALO ALTO,CA,94306,600 Block WELLSBURY WAY,RMS: SUSPICIOUS CIRCUMSTANCE/MISC,Proactive Policing,SUSPICIOUS CIRCUMSTANCE/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-12 10:33:00,650 WELLSBURY WAY,37.429527,-122.1254
210000440,"02/11/2021, 9:00:00 pm",2/11/2021,February,Thursday,9:00:00 PM,9:00 PM,pm,"02/13/2021, 3:13:59 am",PALO ALTO,CA,94306,3100 Block BLOCK MIDDLEFIELD RD,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-11 14:00:00,3150 BLOCK MIDDLEFIELD RD,37.429592,-122.123276
210000711,"03/12/2021, 1:00:00 am",3/12/2021,March,Friday,1:00:00 AM,1:00 AM,am,"03/20/2021, 1:28:24 am",PALO ALTO,CA,94306,3100 Block MIDDLEFIELD RD,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-12 19:55:00,3150 MIDDLEFIELD RD,37.429592,-122.123276
210000716,"03/12/2021, 4:00:00 am",3/12/2021,March,Friday,4:00:00 AM,4:00 AM,am,"03/16/2021, 1:17:24 am",PALO ALTO,CA,94306,3100 Block MIDDLEFIELD RD,RMS: THEFT GRAND/FROM AUTO,Theft from Vehicle,THEFT GRAND/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-13 08:00:00,3150 MIDDLEFIELD RD,37.429592,-122.123276
218000134,"02/23/2021, 10:07:00 pm",2/23/2021,February,Tuesday,10:07:00 PM,1:00 PM,pm,"03/03/2021, 12:31:44 pm",PALO ALTO,CA,94306,3100 Block MIDDLEFIELD RD,RMS: LOST PROPERTY/MISC,Property Crime,LOST PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-23 15:29:00,3150 MIDDLEFIELD RD,37.429592,-122.123276
210000379,"02/06/2021, 8:02:00 pm",2/6/2021,February,Saturday,8:02:00 PM,8:00 PM,pm,"02/10/2021, 4:12:07 am",PALO ALTO,CA,94306,3100 Block MIDDLEFIELD RD,RMS: THEFT GRAND/SHOPLIFT,Theft,THEFT GRAND/SHOPLIFT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-06 13:46:00,3150 MIDDLEFIELD RD,37.429592,-122.123276
210000062,"01/06/2021, 6:00:00 am",1/6/2021,January,Wednesday,6:00:00 AM,6:00 AM,am,"01/15/2021, 5:52:15 am",PALO ALTO,CA,94306,3100 Block MIDDLEFIELD RD,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-06 10:32:00,3150 MIDDLEFIELD RD,37.429592,-122.123276
210000061,"01/06/2021, 2:30:00 am",1/6/2021,January,Wednesday,2:30:00 AM,2:00 AM,am,"01/15/2021, 5:52:14 am",PALO ALTO,CA,94306,3100 Block MIDDLEFIELD RD,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-06 10:35:00,3150 MIDDLEFIELD RD,37.429592,-122.123276
210000228,"01/24/2021, 5:58:00 am",1/24/2021,January,Sunday,5:58:00 AM,5:00 AM,am,"01/26/2021, 5:24:30 am",PALO ALTO,CA,94306,2200 Block PARK BLVD,RMS: ASSAULT WITH DEADLY WEAPON,Assault,ASSAULT WITH DEADLY WEAPON</br><b>Disposition: </b> ARREST/CITE-ADULT-FSD<br /><b>Report Date: </b>2021-01-23 23:00:00,2250 PARK BLVD,37.429733,-122.14394
218000112,"02/14/2021, 8:10:00 pm",2/14/2021,February,Sunday,8:10:00 PM,8:00 PM,pm,"02/19/2021, 12:34:07 pm",PALO ALTO,CA,94306,2800 Block COWPER ST,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-14 13:49:00,2850 COWPER ST,37.42984,-122.12982
210000914,"03/30/2021, 10:45:00 am",3/30/2021,March,Tuesday,10:45:00 AM,1:00 AM,am,"04/01/2021, 1:53:34 am",PALO ALTO,CA,94303,3500 Block LOUIS RD,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>INACTIVEReport Date: 2021-03-30 03:52:00,3550 LOUIS RD,37.429913,-122.11134
218000065,"01/17/2021, 7:00:00 am",1/17/2021,January,Sunday,7:00:00 AM,7:00 AM,am,"01/29/2021, 3:04:10 am",PALO ALTO,CA,94306,300 Block LELAND AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-20 15:45:00,350 LELAND AV,37.42992,-122.14887
218000023,"01/08/2021, 9:20:00 pm",1/8/2021,January,Friday,9:20:00 PM,9:00 PM,pm,"01/16/2021, 5:45:07 am",PALO ALTO,CA,94306,300 Block COLORADO AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-08 14:29:00,350 COLORADO AV,37.42995,-122.13504
210000120,"01/12/2021, 7:38:00 am",1/12/2021,January,Tuesday,7:38:00 AM,7:00 AM,am,"01/14/2021, 5:25:06 am",PALO ALTO,CA,94306,1700 Block PARK BLVD,RMS: N&D/UNDER INFLUENCE,Quality of Life,N&D/UNDER INFLUENCE</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-12 00:38:00,1750 PARK BLVD,37.430378,-122.15078
218000060,"01/16/2021, 6:00:00 am",1/16/2021,January,Saturday,6:00:00 AM,6:00 AM,am,"01/22/2021, 5:02:59 am",PALO ALTO,CA,94306,600 Block TOWLE WAY,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-20 09:12:00,650 TOWLE WAY,37.430424,-122.12658
218000198,"03/04/2021, 11:00:00 pm",3/4/2021,March,Thursday,11:00:00 PM,1:00 PM,pm,"03/25/2021, 8:36:05 am",PALO ALTO,CA,94303,CORPORATION WAY & E BAYSHORE RD,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-19 11:27:00,CORPORATION WAY & E BAYSHORE RD,37.43059,-122.1033
210000177,"01/03/2021, 8:30:00 pm",1/3/2021,January,Sunday,8:30:00 PM,8:00 PM,pm,"01/20/2021, 5:57:42 am",PALO ALTO,CA,94303,3200 Block ROSS RD,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 15:00:00,3250 ROSS RD,37.430607,-122.11867
210000697,"02/19/2021, 7:01:00 am",2/19/2021,February,Friday,7:01:00 AM,7:00 AM,am,"03/19/2021, 1:47:19 am",PALO ALTO,CA,94306,3000 Block MIDDLEFIELD RD,RMS: CHILD ABUSE/NEGLECT,Other,CHILD ABUSE/NEGLECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 18:28:00,3050 MIDDLEFIELD RD,37.430676,-122.12499
